,product,sentiment,hashtags,clean_tweet
6985,apple ipad,positive,['sxsw'],checking out ipad   the sxsw pop up store  apple store sxsw w   others  
6986,apple ipad,neutral,"['sxsw', 'tapworthy']",checking out ipad design headaches schedule sxsw com events event iap   sxsw tapworthy
6987,apple ipad,negative,"['sxsw', 'tapworthy', 'fb']",checking out ipad design headaches  tablets call in the morning   sxsw tapworthy fb
6988,apple ipad,neutral,"['tapworthy', 'sxsw']",checking out ipad design headaches author josh clark  tapworthy sxsw
6989,apple iphone,unknown,"['sxsw', 'netflixiphone']",checking out mistakes i made building netflix for the iphone at sxsw   netflixiphone
6990,apple iphone,positive,"['miamibeach', 'sxsw']",it was about pen and ink and miamibeach for me but for now it all iphone and sxsw for the next week 
6991,google,neutral,"['sxsw', 'sxsw15', 'sxswic']",checking out poked liked  re tweeted a google love story at sxsw  sxsw sxsw  sxswic
6992,google,neutral,"['sxsw', 'qagb']",checking out q a w google bing on website ranking at sxsw   qagb
6993,google,neutral,"['sxsw', 'qagb']",checking out q a with google  bing on website ranking at sxsw qagb
6994,google,neutral,"['sxsw', 'qagb', 'raidsxsw']",checking out q a with google  bing on website ranking at sxsw qagb raidsxsw
6995,apple iphone,neutral,"['sxsw', 'stayingalive']",checking out staying alive can indie iphone game development survive at sxsw stayingalive
6996,apple ipad,positive,"['sxsw', 'mosaicxm']",checking out the apple pop up store looking fwd to checking out the ipad   sxsw mosaicxm mk 
6997,apple app,positive,['sxsw'],checking out the new fast society app for iphone   kinda like a group foursquare nice for sxsw thanks to  for sharing 
6998,apple,neutral,['sxsw'],checking out the pop up apple store at sxsw
7000,apple app,positive,"['sxsw', 'sxswi', 'greatergood']",check it out great  v effective enviro app by   which bin   iphone gs  sxsw sxswi greatergood
7001,google other,positive,['sxsw'],traffic routing feature of google maps saves  years per day in terms of wasted time in traffic sxsw
7002,apple,neutral,"['sxsw', 'wasteoftimeatsxsw']",the line outside the sxsw apple pop up store  wasteoftimeatsxsw 
7003,apple,positive,['sxsw'],the line outside the pop up apple store was crazy long this festival gets more entertaining every day  sxsw
7005,apple app,positive,['sxsw'],banks innovate or die is a great session   k customers joined bank of america when they were st to release an iphone app  sxsw
7006,apple,neutral,['sxsw'],for the love of god i need a macbook pro charger the apple store on congress is closed where in austin can i get one  sxsw
7007,apple other,positive,['sxsw'],totally love the copia cocoon messenger ipad bag i picked up for attending the redbox gilt group graphic ly sesh this morning  sxsw
7008,apple iphone,neutral,['sxsw'],i would love to meet u  rt  i will be at the austin convention center today w my  fam showing my new iphone game  sxsw
7009,apple ipad,neutral,['sxsw'],let me know also rt  anyone know if sxsw apple store still has ipads 
7010,apple iphone,neutral,['sxsw'],anyone know an iphone twitter app that will search for hashtags only from those that you follow i do not always want all sxsw only some 
7011,android,neutral,['sxsw'],anyone know any android devs at sxsw let me know  there a startup in need of help 
7012,apple ipad,positive,"['sxsw', 'tech', 'hipster', 'genius', 'apple']",it only now dawned on me that the ipad  launch was timed to coincide with sxsw to gain maximum tech hipster attention  genius apple
7013,apple,neutral,"['sxsw', 'apple']",anyone know how long the line is at the  sxsw apple store on congress 
7014,apple ipad,neutral,['sxsw'],anyone know if sxsw apple store still has ipads 
7016,apple,neutral,"['sxsw', 'sxswi']",anyone know if the sxsw apple store sells macbook batteries  sxswi
7017,apple ipad,neutral,['sxsw'],anyone know if the apple store at sxsw still has ipads or is likely to run out today 
7018,apple ipad,neutral,"['sxsw', 'apple', 'sxswi']",anyone know if the pop up apple store on th  congress is sold out of g ipads yet  sxsw apple sxswi
7019,apple ipad,unknown,['sxsw'],curious how ipad  sales went in austin tx where a lot of potential ipad  buyers are attending sxsw
7020,apple ipad,neutral,"['sxsw', 'fb']",strange how little japan news penetrates sxsw bubble only bar tvs on cnn suggest anything more important than ipad  is going on  fb
7021,apple,neutral,['sxsw'],anyone know location of apple pop up store at sxsw 
7022,apple iphone,neutral,['sxsw'],anyone know of iphone developers that will be attending sxsw  please let me know i have someone that would like to chat with you 
7023,apple ipad,unknown,"['ipad2', 'sxsw']",anyone know status of ipad s in austin pop up store sold out getting more  ipad  sxsw
7024,apple,neutral,['sxsw'],anyone know the hours of the apple pop up store in austin  sxsw
7025,apple,positive,['sxsw'],anyone know the hours on the sxsw apple store kinda' hoping it open  hours  
7026,google,neutral,"['sxsw', 'google']",wonders how this sxsw creeps up every year and i still manage to not know about it stop please i will google 
7027,apple,neutral,['sxsw'],anyone know what the hours are for the apple store at sxsw 
7028,apple ipad,neutral,"['sxsw', 'sxswi']",anyone know what the ipad situation is at the apple popup store what do they have in stock  sxsw sxswi
7029,apple,positive,"['sxsw', 'ipad2']",anyone know what the line is like at the popup apple store  sxsw ipad 
7030,apple ipad,neutral,"['ipad2', 'sxsw', 'latenightgeeks']",anyone know what the line like now at the th  congress temp apple store i hear they're open 'til midnight ipad  sxsw latenightgeeks
7031,apple ipad,neutral,"['sxsw', 'sxtxstate', 'ipad']",anyone know what time apple popup store in austin closes tonite  sxsw sxtxstate ipad apple
7032,apple ipad,neutral,['sxsw'],anyone know what time the ipad apple store opens on th and congress  sxsw
7033,apple ipad,neutral,['sxsw'],anyone know where i can buy a waterproof ipad case pouch in austin  sxsw
7034,google,positive,"['sxsw', 'google']",anyone know where i will be able to find a video of marissa mayer sxsw presentation  google
7035,apple,positive,"['16162', 'sxsw']",how to know you're a geek     when you cross the road to take a picture of an apple pop up store sxsw  
7036,google,neutral,"['sxsw', 'marissagoogle']",google showcase peak view of new google maps vector based maps at sxsw marissagoogle
7037,google,positive,['sxsw'],google showing off google places with hotpot allows u to post review of place goes in search results maps for friends to see others sxsw
7038,google,neutral,"['sxsw', 'cnet']",google showing preview of next gen blogger interface at sxsw   cnet
7039,google,positive,"['checkins', 'sxsw']",dennis crowley  we'd love to work with google they could benefit from working with us too we're doing social well checkins sxsw
7040,google,neutral,"['checkins', 'sxsw']",dennis crowley on competitors i think we're starting to compete against the bigger guys facebook google checkins  sxsw
7041,apple ipad,neutral,['sxsw'],the linkdown non sxsw edition  ipad art show rise austin world poopin' day social media events more  
7042,apple,neutral,['sxsw'],rolling down congress past the apple popup store for sxsw  social shuttle austin  from social media club  pic  
7043,apple iphone,neutral,['sxsw'],sitting down in the indie iphone dev session  sxsw let see what this is like  
7044,apple ipad,neutral,['sxsw'],sitting down to accessibility and disabilities and ipad  sxsw
7046,google,positive,"['sxtxstate', 'sxsw']",google knows everything  map of people traffic around the world sxtxstate sxsw 
7047,apple ipad,positive,['sxsw'],setting up a pop up shop  sxsw was the smartest move for the ipad imho  developers matter the most for ipad    
7048,apple ipad,neutral,"['sxsw', 'ipad2']",the pop up apple store at sxsw got a shipment of ipad  go get em ipad 
7049,apple,neutral,['sxsw'],rim and hp are going to lease stores next door and put up  coming soon  signs'   on apple at sxsw
7050,apple,neutral,['sxsw'],the lineup at the sxsw apple pop up store  
7052,apple iphone,neutral,['sxsw'],just a tip for  iphone users turn down your screen brightness way down to conserve battery power huge difference  sxsw
7053,google,positive,"['gsdm', 'sxsw']",setting up for the google gsdm  sxsw party it going to be a ma zing check out events at sxsurrogates com and come on out 
7054,google other,negative,"['uosxsw', 'sxsw']",brought up how google maps had rerouted all images of jcpenney to images of macys or trashy restraunts they had no comment uosxsw sxsw
7056,apple app,positive,"['atzip', 'sxsw']",the atzip iphone app has been released in time for sxsw no waiting in line for bar   bands if you have the app   
7057,apple ipad,positive,['sxsw'],setting up my ipad  very swift and upbeat service this morning at the sxsw apple pop up store 
7058,apple iphone,neutral,['sxsw'],juicing up my iphone thanks chevy volt boothe  sxsw
7059,apple iphone,positive,['sxsw'],loading up my iphone w apps in prep for sxsw i'm curious to see what rises to the top 
7060,apple ipad,neutral,['sxsw'],this group next to me has  ppl  the table everyone is using thier phone ipad instead of taking to each other  sxsw
7061,apple ipad,positive,['sxsw'],first stop on the sxsw    hunt austin java get in the spy game now for a chance to win an ipad 
7066,apple ipad,neutral,['sxsw'],geeks  gadgets are today superstars people lined up for  hrs at the sxswpopup shop to buy ipad   girls begging  hug d crowley  sxsw
7068,apple ipad,neutral,"['agnerd', 'sxsw', 'agchat']",droid  mac here  rt  my agnerd confession using laptop ipad  blackberry to follow sxsw from afar to see agchat rock
7069,apple iphone,positive,"['at', 'verizon', 'sxsw']",my at t iphone user friends keep borrowing my verizon iphone to chk their sxsw schedules  their networks are ridiculously slow   
7070,google,neutral,"['swesxsw', 'sxsw', 'yam', 'bavcid']",google impact to be available in the next months  sign up at bavc org impact swesxsw sxsw yam bavcid
7071,apple ipad,positive,['sxsw'],got the ipad  at apple pop up store in downtown austin  sxsw 
7072,apple ipad,neutral,['sxsw'],want an ipad  here is your chance apple opening up a temporary store for sxsw  via 
7073,apple ipad,neutral,['sxsw'],so many ipad  at  sxsw i used to be cool 
7074,apple ipad,neutral,"['sxsw', 'tabletwars']",lots of ipad s here but no motorola xooms sxsw tabletwars
7075,apple ipad,neutral,['sxsw'],lost an ipad at the sterling sxsw keynote found one and just turned it into lost and found 
7076,apple ipad,positive,['sxsw'],coolest ipad case ever  it an etch a sketch sxsw  
7077,apple other,positive,['sxsw'],coolest ipad case ever  it an etch a sketch sxsw  via 
7078,apple ipad,negative,"['smcomedyfyeah', 'sxsw']",put the ipad down idiot  smcomedyfyeah sxsw
7079,apple ipad,positive,['sxsw'],getting ipad envy on this flight to sxsw
7080,apple ipad,positive,['sxsw'],serious ipad envy toting around one macbook pro  cord will do that to a girl  sxsw  
7081,apple ipad,neutral,['sxsw'],took an ipad from work for sxsw  now i have to figure out what i'm gonna need on it while i'm there 
7082,apple ipad,unknown,['sxsw'],the new ipad is like fight club you do not talk about fight club  sxsw
7083,apple ipad,positive,['sxsw'],hmm the ipad only charged to   last night  am i worried about making it through a full day of sxsw no 
7084,apple ipad,positive,"['sxsw', 'toocoolforsxswanyway']",friday ipad ordered midway toured shaping up to be a great day almost forgot i am not going to sxsw   toocoolforsxswanyway
7085,apple,positive,['sxsw'],apple ipad pop up shop   sxsw
7086,apple ipad,positive,"['agchat', 'sxsw']",iphone ipad mac oh my  agchat sxsw
7087,apple app,positive,['sxsw'],have an ipad download the broadfeed app for better content delivery   sxsw
